2,status_code,pred_list,wbs_id,task_name,start_date,end_date,UNIFORMAT,,,,,,,,,,,MASTERFORMAT,,,
L3350,Not Started,L3340,15059 LMES-5.8,LEVEL 03 - PULL SECONDARY WIRE TO DISTRIBUTION PANELS,42955.33333,42961.66667,,,,,,,,,,,,26 00 00,Electrical,26 24 00,Switchboards And Panelboards
L3360,Not Started,L3350 L3160 L3150,15059 LMES-5.8,LEVEL 03 - PULL BRANCH WIRE,42962.33333,42968.66667,,,,,,,,,,,,26 00 00,Electrical,26 09 00,Instrumentation And Control For Electrical Systems
L3240,Not Started,L3210,15059 LMES-5.8,LEVEL 03 - HVAC DUCTWORK,42963.33333,42969.66667,D,Services,D30,HVAC,D3040,Distribution Systems,D3040100,Air Distribution Systems,,,,23 00 00,Heating Ventilating and Air-Conditioning (HVAC),23 31 00,HVAC Ducts And Casings
L3210,Not Started,L3130 L3220 L3220,15059 LMES-5.8,LEVEL 03 - FAN COIL UNITS,42956.33333,42962.66667,,,,,,,,,,,,23 00 00,Heating Ventilating and Air-Conditioning (HVAC),23 34 00,HVAC Fans
L3220,Not Started,L3200 L3200 SU231040,15059 LMES-5.8,LEVEL 03 - HYDRONIC PIPING,42956.33333,42962.66667,D,Services,D30,HVAC,D3040,Distribution Systems,,,,,,23 00 00,Heating Ventilating and Air-Conditioning (HVAC),23 21 00,Hydronic Piping And Pumps
L3430,Not Started,L3330 L3400 L3410,15059 LMES-5.8,LEVEL 03 - PLUMBING FIXTURES,43123.33333,43136.66667,D,Services,D20,Plumbing,D2010,Plumbing Fixtures,,,,,,22 00 00,Plumbing,22 41 00,Residential Plumbing Fixtures
L3150,Not Started,L3130 L2160 L12720,15059 LMES-5.8,LEVEL 03 - ELECTRICAL WALL ROUGH IN,42949.33333,42955.66667,D,Services,D50,Electrical,D5090,Other Electrical Systems,D5090400,General Construction Items (Elect.),,,,26 00 00,Electrical,26 05 00,Common Work Results For Electrical
L3230,Not Started,L3210 L3360,15059 LMES-5.8,LEVEL 03 - MEP EQUIPMENT CONNECTION,42969.33333,42975.66667,,,,,,,,,,,,22 00 00,Plumbing,22 05 00,Common Work Results For Plumbing
L3250,Not Started,L3240 L3220,15059 LMES-5.8,LEVEL 03 - INSULATE PLUMBING/ HVAC,42970.33333,42976.66667,D,Services,D20,Plumbing,D2030,Sanitary Waste,D2030500,Pipe Insulation,,,,22 00 00,Plumbing,22 07 00,Plumbing Insulation
L3160,Not Started,L3150 L3340,15059 LMES-5.8,LEVEL 03 - ELECTRICAL OH ROUGH IN,42955.33333,42961.66667,D,Services,D50,Electrical,D5090,Other Electrical Systems,D5090400,General Construction Items (Elect.),,,,26 00 00,Electrical,26 05 00,Common Work Results For Electrical
L3320,Not Started,L3230 L3300 L11690 L9150,15059 LMES-5.8,LEVEL 03 - TEMP CONTROLLED AIR,43035.33333,43035.66667,,,,,,,,,,,,23 00 00,Heating Ventilating and Air-Conditioning (HVAC),23 21 00,Hydronic Piping And Pumps
L3370,Not Started,L3350 L11690 L3360 L3390 L3440,15059 LMES-5.8,LEVEL 03 - PERMANENT POWER,43035.33333,43035.66667,,,,,,,,,,,,26 00 00,Electrical,26 05 00,Common Work Results For Electrical
L3410,Not Started,L3300 L3380,15059 LMES-5.8,LEVEL 03 - WALL COVERINGS,43116.33333,43122.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010130,Wall Finishes - Coverings,,09 00 00,Finishes,09 72 00,Wall Coverings
L3510,Not Started,L4510 L3170,15059 LMES-5.8,LEVEL 03 - EIFS- FINISH COAT,43125.33333,43131.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010110,Wall Finishes - Paint,,07 00 00,Thermal and Moisture Protection,07 24 00,Exterior Insulation and Finish Systems
L3180,Not Started,L3110 L2170 L3130,15059 LMES-5.8,LEVEL 03 - FIRE PROTECTION MAINS,42965.33333,42969.66667,,,,,,,,,,,,21 00 00,Fire Suppression,21 12 00,Fire-Suppression Standpipes
L4000,Not Started,L3070 L3070 AP033040,15059 LMES-5.9,LEVEL 04 - INSTALL SOFFIT FORMS,42888.33333,42892.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030140,Ceiling Finishes - Paneling,,03 00 00,Concrete,03 11 00,Concrete Forming
L4010,Not Started,L4000,15059 LMES-5.9,LEVEL 04 - PERIMETER FORM/ MEP SLEEVES,42891.33333,42893.66667,,,,,,,,,,,,03 00 00,Concrete,03 15 00,Concrete Accessories
L4020,Not Started,L4010 FB033040,15059 LMES-5.9,LEVEL 04 - SLAB REINFORCING,42892.33333,42894.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 21 00,Reinforcing Bars
L4040,Not Started,L4020 L4030,15059 LMES-5.9,LEVEL 04 - SLAB POUR/ CURE,42895.33333,42902.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L4060,Not Started,L4040,15059 LMES-5.9,LEVEL 04 - STRESS P.T.,42905.33333,42905.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 23 00,Stressed Tendons Reinforcing
L4050,Not Started,L4040,15059 LMES-5.9,LEVEL 04 - COLUMNS & SHEARWALLS/ STRIP PERIMETER FORM,42898.33333,42900.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010200,Upper Floor Framing - Vertical Elements,,,,03 00 00,Concrete,03 11 00,Concrete Forming
L4070,Not Started,L4060 L4050,15059 LMES-5.9,LEVEL 04 - STRIP FORMS,42906.33333,42908.66667,G,Building Sitework,G20,Site Improvement,G2020,Parking Lots,G2020300,Curbs Gutters & Drains,,,,03 00 00,Concrete,03 11 00,Concrete Forming
L4090,Not Started,L7060 L5-1070 L5-2070,15059 LMES-5.9,LEVEL 04 - GRIND L5 SOFFIT,42935.33333,42937.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030140,Ceiling Finishes - Paneling,,03 00 00,Concrete,03 11 00,Concrete Forming
L4120,Not Started,L4090 L4100 L3120 L6070,15059 LMES-5.9,LEVEL 04 - EXTERIOR FRAMING,42954.33333,42965.66667,,,,,,,,,,,,05 00 00,Metals,05 42 00,Cold-Formed Metal Joist Framing
L4130,Not Started,L4090 L4120 L4100 L4-7000,15059 LMES-5.9,LEVEL 04 - FRAME INTERIOR PARTITIONS,42944.33333,42964.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010185,Partition Components - Metal Framing,,05 00 00,Metals,05 42 00,Cold-Formed Metal Joist Framing
L4140,Not Started,L4120 L3140,15059 LMES-5.9,LEVEL 04 - SHEATHING/ WATERPROOFING,42961.33333,42972.66667,,,,,,,,,,,,06 00 00,Wood Plastics and Composites,06 16 00,Sheathing
L4200,Not Started,L4130 L3200,15059 LMES-5.9,LEVEL 04 - WALL/ OVERHEAD PLUMBING ROUGH IN,42963.33333,42976.66667,D,Services,D20,Plumbing,D2090,Other Plumbing Systems,D2090900,Misc. Other Plumbing Systems,,,,22 00 00,Plumbing,22 05 00,Common Work Results For Plumbing
L4170,Not Started,L4140 L3170,15059 LMES-5.9,LEVEL 04 - EIFS-FOAM,42975.33333,42989.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,07 00 00,Thermal and Moisture Protection,07 24 00,Exterior Insulation and Finish Systems
L4260,Not Started,L4181 L4150 L4250 L4200 L5140 L4140 L4210 L4190,15059 LMES-5.9,LEVEL 04 - INSTALL GWB @ PARTITIONS,43018.33333,43038.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,09 00 00,Finishes,09 29 00,Gypsum Board
L4190,Not Started,L4170,15059 LMES-5.9,LEVEL 04 - WINDOWS,42990.33333,43003.66667,B,Shell,B20,Exterior Enclosure,B2020,Exterior Windows,B2020100,Windows,B2020110,Windows - Aluminum,,08 00 00,Openings,08 51 00,Metal Windows
L4270,Not Started,L4260 L4200,15059 LMES-5.9,LEVEL 04 - CEILING  FRAMING,42977.33333,42991.66667,,,,,,,,,,,,05 00 00,Metals,05 42 00,Cold-Formed Metal Joist Framing
L4310,Not Started,L4260 L4300,15059 LMES-5.9,LEVEL 04 - TUBS/ SHOWERS,43090.33333,43108.66667,D,Services,D20,Plumbing,D2010,Plumbing Fixtures,D2010700,Showers,D2010710,Showers,,22 00 00,Plumbing,22 41 00,Residential Plumbing Fixtures
L4280,Not Started,L4270,15059 LMES-5.9,LEVEL 04 - CEILING  MEP ROUGH IN,42999.33333,43005.66667,C,Interiors,C30,Interior Finishes,,,,,,,,22 00 00,Plumbing,22 05 00,Common Work Results For Plumbing
L4330,Not Started,L4310 L4300,15059 LMES-5.9,LEVEL 04 - WALL/ FLOOR TILE,43109.33333,43122.66667,C,Interiors,C30,Interior Finishes,,,,,,,,09 00 00,Finishes,09 30 00,Tiling
L4290,Not Started,L4280 L4181 L4250 L4160,15059 LMES-5.9,LEVEL 04 - INSTALL GWB @ COFFER CEILINGS,43069.33333,43082.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030200,Suspended Ceilings,C3030220,Suspended Ceilings - Gypsum Board,,09 00 00,Finishes,09 29 00,Gypsum Board
L4300,Not Started,L4290 L4260 L3300,15059 LMES-5.9,LEVEL 04 - TAPE AND FLOAT,43088.33333,43111.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,09 00 00,Finishes,09 29 00,Gypsum Board
L4380,Not Started,L4330 L4300 L4320 L4330 L3380,15059 LMES-5.9,LEVEL 04 - PAINT,43116.33333,43129.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010110,Wall Finishes - Paint,,09 00 00,Finishes,09 91 00,Painting
L4390,Not Started,L4380 L4360,15059 LMES-5.9,LEVEL 04 - MEP TRIM @ CEILING COFFERS,43130.33333,43136.66667,,,,,,,,,,,,22 00 00,Plumbing,22 05 00,Common Work Results For Plumbing
L4400,Not Started,L4380 L4330 L4320,15059 LMES-5.9,LEVEL 04 - MILLWORK,43130.33333,43143.66667,,,,,,,,,,,,06 00 00,Wood Plastics and Composites,06 22 00,Millwork
L4440,Not Started,L4330 L4400 L4390 L4360 L4430 L4410 L4360 L4505,15059 LMES-5.9,LEVEL 04 - MEP TRIM OUT,43144.33333,43150.66667,,,,,,,,,,,,22 00 00,Plumbing,22 05 00,Common Work Results For Plumbing
L4450,Not Started,L4390 L4440 L4310 L4420 L4470,15059 LMES-5.9,LEVEL 04 - FLOORING,43151.33333,43164.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020400,Flooring,,,,09 00 00,Finishes,09 64 00,Wood Flooring
L4460,Not Started,L4440 L4380 FB081400 FB081400,15059 LMES-5.9,LEVEL 04 - DOORS/HARDWARE,43151.33333,43164.66667,C,Interiors,C10,Interior Construction,C1020,Interior Doors,,,,,,08 00 00,Openings,08 14 00,Wood Doors
L4470,Not Started,L4440 L4330,15059 LMES-5.9,LEVEL 04 - ACCESSORIES,43144.33333,43150.66667,,,,,,,,,,,,,,,
L4480,Not Started,L4450 L4460 L4470 C1110 LE4000 L4-9180 L4-9550 L4-9345 L4-9370 L4-9375 L4-9560 L4-9155 L4-9160 LE10110,15059 LMES-5.9,LEVEL 04 - PUNCHLIST,43159.33333,43165.66667,,,,,,,,,,,,01 00 00,General Requirements,01 45 00,Quality Control
L4100,Not Started,L3100 L7060 L6-2070,15059 LMES-5.19,STAIR 01 LEVEL 04 - INSTALL STAIRS,42944.33333,42947.66667,C,Interiors,C20,Stairs,C2010,Stair Construction,C2010100,Regular Stairs,C2010130,Stairs - Steel,,05 00 00,Metals,05 51 00,Metal Stairs
L4030,Not Started,L4020,15059 LMES-5.9,LEVEL 04 - SLAB ELECTRICAL ROUGH IN,42892.33333,42894.66667,D,Services,D50,Electrical,D5090,Other Electrical Systems,D5090400,General Construction Items (Elect.),,,,26 00 00,Electrical,26 05 00,Common Work Results For Electrical
L4110,Not Started,L7060 L3110,15059 LMES-5.9,LEVEL 04 - FIRE PROTECTION STANDPIPE,42963.33333,42963.66667,D,Services,D40,Fire Protection,D4020,Standpipes,D4020300,Standpipe Equipment,,,,21 00 00,Fire Suppression,21 12 00,Fire-Suppression Standpipes
L4181,Not Started,L3181 L4180,15059 LMES-5.9,LEVEL 04 - FIRE PROTECTION BRANCHES,42986.33333,42996.66667,,,,,,,,,,,,21 00 00,Fire Suppression,21 12 00,Fire-Suppression Standpipes
L4420,Not Started,L4380 L4410 L3420,15059 LMES-5.9,LEVEL 04 - FIRE PROTECTION TRIM OUT,43137.33333,43150.66667,D,Services,D50,Electrical,D5030,Communications and Security,D5030700,Fire Alarm Systems,,,,21 00 00,Fire Suppression,21 05 00,Common Work Results for Fire Suppression
L4340,Not Started,L4130 L3340 L4150,15059 LMES-5.9,LEVEL 04 - ELECTRICAL DISTRIBUTION PANELS,42964.33333,42965.66667,D,Services,D50,Electrical,D5010,Electrical Service/Distribution,,,,,,26 00 00,Electrical,26 24 00,Switchboards And Panelboards
L4350,Not Started,L4340,15059 LMES-5.9,LEVEL 04 - PULL SECONDARY WIRE TO DISTRIBUTION PANELS,42968.33333,42972.66667,,,,,,,,,,,,26 00 00,Electrical,26 24 00,Switchboards And Panelboards
L4360,Not Started,L4350 L4160 L4150,15059 LMES-5.9,LEVEL 04 - PULL BRANCH WIRE,42975.33333,42979.66667,,,,,,,,,,,,26 00 00,Electrical,26 09 00,Instrumentation And Control For Electrical Systems
L4240,Not Started,L4210,15059 LMES-5.9,LEVEL 04 - HVAC DUCTWORK,42977.33333,42984.66667,D,Services,D30,HVAC,D3040,Distribution Systems,D3040100,Air Distribution Systems,,,,23 00 00,Heating Ventilating and Air-Conditioning (HVAC),23 31 00,HVAC Ducts And Casings
L4210,Not Started,L4130 L4220 L4220,15059 LMES-5.9,LEVEL 04 - FAN COIL UNITS,42970.33333,42976.66667,,,,,,,,,,,,23 00 00,Heating Ventilating and Air-Conditioning (HVAC),23 34 00,HVAC Fans
L4220,Not Started,L4200 L4200,15059 LMES-5.9,LEVEL 04 - HYDRONIC PIPING,42970.33333,42976.66667,D,Services,D30,HVAC,D3040,Distribution Systems,,,,,,23 00 00,Heating Ventilating and Air-Conditioning (HVAC),23 21 00,Hydronic Piping And Pumps
L4430,Not Started,L4330 L4400 L4410,15059 LMES-5.9,LEVEL 04 - PLUMBING FIXTURES,43137.33333,43150.66667,D,Services,D20,Plumbing,D2010,Plumbing Fixtures,,,,,,22 00 00,Plumbing,22 41 00,Residential Plumbing Fixtures
L4150,Not Started,L4130 L3160,15059 LMES-5.9,LEVEL 04 - ELECTRICAL WALL ROUGH IN,42962.33333,42968.66667,D,Services,D50,Electrical,D5090,Other Electrical Systems,D5090400,General Construction Items (Elect.),,,,26 00 00,Electrical,26 05 00,Common Work Results For Electrical
L4230,Not Started,L4210,15059 LMES-5.9,LEVEL 04 - MEP EQUIPMENT CONNECTION,42970.33333,42976.66667,,,,,,,,,,,,22 00 00,Plumbing,22 05 00,Common Work Results For Plumbing
L4250,Not Started,L4240 L4220,15059 LMES-5.9,LEVEL 04 - INSULATE PLUMBING/ HVAC,42985.33333,42991.66667,D,Services,D20,Plumbing,D2030,Sanitary Waste,D2030500,Pipe Insulation,,,,22 00 00,Plumbing,22 07 00,Plumbing Insulation
L4160,Not Started,L4150 L4340,15059 LMES-5.9,LEVEL 04 - ELECTRICAL OH ROUGH IN,42968.33333,42972.66667,D,Services,D50,Electrical,D5090,Other Electrical Systems,D5090400,General Construction Items (Elect.),,,,26 00 00,Electrical,26 05 00,Common Work Results For Electrical
L4320,Not Started,L4230 L4300 L11690 L9150,15059 LMES-5.9,LEVEL 04 - TEMP CONTROLLED AIR,43035.33333,43035.66667,,,,,,,,,,,,23 00 00,Heating Ventilating and Air-Conditioning (HVAC),23 21 00,Hydronic Piping And Pumps
L4370,Not Started,L4350 L11690 L4360 L4390 L4440,15059 LMES-5.9,LEVEL 04 - PERMANENT POWER,43035.33333,43035.66667,,,,,,,,,,,,26 00 00,Electrical,26 05 00,Common Work Results For Electrical
L4410,Not Started,L4300 L4380,15059 LMES-5.9,LEVEL 04 - WALL COVERINGS,43130.33333,43136.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010130,Wall Finishes - Coverings,,09 00 00,Finishes,09 72 00,Wall Coverings
L4510,Not Started,L5510,15059 LMES-5.9,LEVEL 04 - EIFS- FINISH COAT,43118.33333,43124.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010110,Wall Finishes - Paint,,07 00 00,Thermal and Moisture Protection,07 24 00,Exterior Insulation and Finish Systems
L4180,Not Started,L4110 L3180 L4130,15059 LMES-5.9,LEVEL 04 - FIRE PROTECTION MAINS,42970.33333,42972.66667,,,,,,,,,,,,21 00 00,Fire Suppression,21 12 00,Fire-Suppression Standpipes
L5000,Not Started,L4070 L4070 AP033050,15059 LMES-5.9.1,LEVEL 05 - INSTALL SOFFIT FORMS,42906.33333,42908.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030140,Ceiling Finishes - Paneling,,03 00 00,Concrete,03 11 00,Concrete Forming
L5010,Not Started,L5000,15059 LMES-5.9.1,LEVEL 05 - PERIMETER FORM/ MEP SLEEVES,42906.33333,42908.66667,,,,,,,,,,,,03 00 00,Concrete,03 15 00,Concrete Accessories
L5020,Not Started,L5010 FB033050,15059 LMES-5.9.1,LEVEL 05 - SLAB REINFORCING,42907.33333,42909.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 21 00,Reinforcing Bars
L5040,Not Started,L5020 L5030,15059 LMES-5.9.1,LEVEL 05 - SLAB POUR/ CURE,42912.33333,42919.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L5060,Not Started,L5040,15059 LMES-5.9.1,LEVEL 05 - STRESS P.T.,42921.33333,42921.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 23 00,Stressed Tendons Reinforcing
L5050,Not Started,L5040,15059 LMES-5.9.1,LEVEL 05 - COLUMNS & SHEARWALLS/ STRIP PERIMETER FORM,42913.33333,42915.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010200,Upper Floor Framing - Vertical Elements,,,,03 00 00,Concrete,03 11 00,Concrete Forming
L5070,Not Started,L5060 L5050,15059 LMES-5.9.1,LEVEL 05 - STRIP FORMS,42922.33333,42926.66667,G,Building Sitework,G20,Site Improvement,G2020,Parking Lots,G2020300,Curbs Gutters & Drains,,,,03 00 00,Concrete,03 11 00,Concrete Forming
L5090,Not Started,L8060 L6-1070 L6-2070,15059 LMES-5.9.1,LEVEL 05 - GRIND L6 SOFFIT,42944.33333,42948.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030140,Ceiling Finishes - Paneling,,03 00 00,Concrete,03 11 00,Concrete Forming
L5120,Not Started,L5090 L5100 L4120 L7070,15059 LMES-5.9.1,LEVEL 05 - EXTERIOR FRAMING,42969.33333,42983.66667,,,,,,,,,,,,05 00 00,Metals,05 42 00,Cold-Formed Metal Joist Framing
L5130,Not Started,L5090 L5120 L5100 FB331071 L5-7000,15059 LMES-5.9.1,LEVEL 05 - FRAME INTERIOR PARTITIONS,42962.33333,42983.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010185,Partition Components - Metal Framing,,05 00 00,Metals,05 42 00,Cold-Formed Metal Joist Framing
L5140,Not Started,L5120 L4140,15059 LMES-5.9.1,LEVEL 05 - SHEATHING/ WATERPROOFING,42976.33333,42990.66667,,,,,,,,,,,,06 00 00,Wood Plastics and Composites,06 16 00,Sheathing
L5200,Not Started,L5130 L4200,15059 LMES-5.9.1,LEVEL 05 - WALL/ OVERHEAD PLUMBING ROUGH IN,42977.33333,42991.66667,D,Services,D20,Plumbing,D2090,Other Plumbing Systems,D2090900,Misc. Other Plumbing Systems,,,,22 00 00,Plumbing,22 05 00,Common Work Results For Plumbing
L5170,Not Started,L5140 L4170,15059 LMES-5.9.1,LEVEL 05 - EIFS- FOAM,42991.33333,43004.66667,,,,,,,,,,,,07 00 00,Thermal and Moisture Protection,07 24 00,Exterior Insulation and Finish Systems
L5260,Not Started,L5181 L5150 L5250 L5200 L6140 L5140 L5210 L5190,15059 LMES-5.9.1,LEVEL 05 - INSTALL GWB @ PARTITIONS,43027.33333,43047.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,09 00 00,Finishes,09 29 00,Gypsum Board
L5190,Not Started,L5170,15059 LMES-5.9.1,LEVEL 05 - WINDOWS,43005.33333,43018.66667,B,Shell,B20,Exterior Enclosure,B2020,Exterior Windows,B2020100,Windows,B2020110,Windows - Aluminum,,08 00 00,Openings,08 51 00,Metal Windows
L5270,Not Started,L5260 L5200,15059 LMES-5.9.1,LEVEL 05 - CEILING  FRAMING,42992.33333,43005.66667,,,,,,,,,,,,05 00 00,Metals,05 42 00,Cold-Formed Metal Joist Framing
L5310,Not Started,L5260 L5300,15059 LMES-5.9.1,LEVEL 05 - TUBS/ SHOWERS,43109.33333,43122.66667,D,Services,D20,Plumbing,D2010,Plumbing Fixtures,D2010700,Showers,D2010710,Showers,,22 00 00,Plumbing,22 41 00,Residential Plumbing Fixtures
L5280,Not Started,L5270,15059 LMES-5.9.1,LEVEL 05 - CEILING  MEP ROUGH IN,43013.33333,43019.66667,C,Interiors,C30,Interior Finishes,,,,,,,,22 00 00,Plumbing,22 05 00,Common Work Results For Plumbing
L5330,Not Started,L5310 L5300,15059 LMES-5.9.1,LEVEL 05 - WALL/ FLOOR TILE,43123.33333,43136.66667,C,Interiors,C30,Interior Finishes,,,,,,,,09 00 00,Finishes,09 30 00,Tiling
L5290,Not Started,L5280 L5181 L5250 L5160,15059 LMES-5.9.1,LEVEL 05 - INSTALL GWB @ COFFER CEILINGS,43080.33333,43091.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030200,Suspended Ceilings,C3030220,Suspended Ceilings - Gypsum Board,,09 00 00,Finishes,09 29 00,Gypsum Board
L5300,Not Started,L5290 L5260 L4300,15059 LMES-5.9.1,LEVEL 05 - TAPE AND FLOAT,43105.33333,43125.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,09 00 00,Finishes,09 29 00,Gypsum Board
L5380,Not Started,L5330 L5300 L5320 L5330 L4380,15059 LMES-5.9.1,LEVEL 05 - PAINT,43130.33333,43143.66667,C,Interiors,C30,Interior Finishes,C3010,Wall Finishes,C3010100,Wall Finishes,C3010110,Wall Finishes - Paint,,09 00 00,Finishes,09 91 00,Painting
L5390,Not Started,L5380,15059 LMES-5.9.1,LEVEL 05 - MEP TRIM @ CEILING COFFERS,43144.33333,43150.66667,,,,,,,,,,,,22 00 00,Plumbing,22 05 00,Common Work Results For Plumbing
L5400,Not Started,L5380 L5330 L5320,15059 LMES-5.9.1,LEVEL 05 - MILLWORK,43144.33333,43157.66667,,,,,,,,,,,,06 00 00,Wood Plastics and Composites,06 22 00,Millwork
L5440,Not Started,L5330 L5400 L5390 L5360 L5430 L5410 L5360 L5505,15059 LMES-5.9.1,LEVEL 05 - MEP TRIM OUT,43158.33333,43164.66667,,,,,,,,,,,,22 00 00,Plumbing,22 05 00,Common Work Results For Plumbing
L5450,Not Started,L5390 L5440 L5310 L5420 L5470,15059 LMES-5.9.1,LEVEL 05 - FLOORING,43165.33333,43178.66667,C,Interiors,C30,Interior Finishes,C3020,Floor Finishes,C3020400,Flooring,,,,09 00 00,Finishes,09 64 00,Wood Flooring
L5460,Not Started,L5440 L5380 FB081500 FB081500,15059 LMES-5.9.1,LEVEL 05 - DOORS/HARDWARE,43165.33333,43178.66667,C,Interiors,C10,Interior Construction,C1020,Interior Doors,,,,,,08 00 00,Openings,08 14 00,Wood Doors
L5470,Not Started,L5330 L5440,15059 LMES-5.9.1,LEVEL 05 - ACCESSORIES,43158.33333,43164.66667,,,,,,,,,,,,,,,
L5480,Not Started,L5450 L5460 L5470 C1110 LE5000 L5-9560 L5-9550 L5-9345 L5-9370 L5-9375 L5-9180 L5-9155 L5-9160 LE10130,15059 LMES-5.9.1,LEVEL 05 - PUNCHLIST,43166.33333,43172.66667,,,,,,,,,,,,01 00 00,General Requirements,01 45 00,Quality Control
L5100,Not Started,L4100 L8060 L7-2070,15059 LMES-5.19,STAIR 01 LEVEL 05 - INSTALL  STAIRS,42954.33333,42955.66667,C,Interiors,C20,Stairs,C2010,Stair Construction,C2010100,Regular Stairs,C2010130,Stairs - Steel,,05 00 00,Metals,05 51 00,Metal Stairs
L5030,Not Started,L5020,15059 LMES-5.9.1,LEVEL 05 - SLAB ELECTRICAL ROUGH IN,42907.33333,42909.66667,D,Services,D50,Electrical,D5090,Other Electrical Systems,D5090400,General Construction Items (Elect.),,,,26 00 00,Electrical,26 05 00,Common Work Results For Electrical
L5110,Not Started,L8060 L4110,15059 LMES-5.9.1,LEVEL 05 - FIRE PROTECTION STANDPIPE,42964.33333,42964.66667,D,Services,D40,Fire Protection,D4020,Standpipes,D4020300,Standpipe Equipment,,,,21 00 00,Fire Suppression,21 12 00,Fire-Suppression Standpipes
L5181,Not Started,L4181 L5180,15059 LMES-5.9.1,LEVEL 05 - FIRE PROTECTION BRANCHES,42997.33333,43005.66667,,,,,,,,,,,,21 00 00,Fire Suppression,21 12 00,Fire-Suppression Standpipes
L5420,Not Started,L5380 L5410 L4420,15059 LMES-5.9.1,LEVEL 05 - FIRE PROTECTION TRIM OUT,43151.33333,43164.66667,D,Services,D50,Electrical,D5030,Communications and Security,D5030700,Fire Alarm Systems,,,,21 00 00,Fire Suppression,21 05 00,Common Work Results for Fire Suppression
L5340,Not Started,L5130 L4340 L5150,15059 LMES-5.9.1,LEVEL 05 - ELECTRICAL DISTRIBUTION PANELS,42977.33333,42978.66667,D,Services,D50,Electrical,D5010,Electrical Service/Distribution,,,,,,26 00 00,Electrical,26 24 00,Switchboards And Panelboards
L5350,Not Started,L5340,15059 LMES-5.9.1,LEVEL 05 - PULL SECONDARY WIRE TO DISTRIBUTION PANELS,42979.33333,42986.66667,,,,,,,,,,,,26 00 00,Electrical,26 24 00,Switchboards And Panelboards
L5360,Not Started,L5350 L5160 L5150,15059 LMES-5.9.1,LEVEL 05 - PULL BRANCH WIRE,42989.33333,42993.66667,,,,,,,,,,,,26 00 00,Electrical,26 09 00,Instrumentation And Control For Electrical Systems
